post_id,platform,post_date,content_type,topic,views,likes,comments,shares
438,TIKTOK,2026-02-04,Carousel,Technology,45802,3851,459,328
439,Twitter,2026-03-22,IMAGE,Finance,22416,1699,204,164
440,YouTube,2026-01-05,video,Lifestyle,16480,1291,141,102
441,Twitter,2026-02-19,Video,Technology,12241,1105,182,116
442,TikTok,2026-03-06,Image,Design,18228,1102,112,87
443,FACEBOOK,2026-01-28,Video,Business,20272,1439,228,154
444,Instagram,2026-02-11,REEL,Finance,42517,2712,328,198
445,Instagram,2026-03-29,Carousel,Design,27361,1894,212,192
446,INSTAGRAM,2026-01-15,Video,Technology,39494,2192,252,188
447,Facebook,2026-02-27,text,Lifestyle,37533,2268,212,184
448,YouTube,2026-03-12,Video,Finance,26569,1894,181,140
449,youtube,2026-01-24,text,Technology,46727,3992,422,388
450,facebook,2026-02-08,Carousel,Business,44512,3230,311,205
451,Twitter,2026-03-25,IMAGE,Education,42375,3540,385,222
452,youtube,2026-01-16,video,Finance,19047,1210,141,102
453,twitter,2026-03-02,Video,Design,21015,1894,181,140
454,facebook,2026-03-18,Carousel,Lifestyle,32069,2102,284,188
455,Facebook,2026-01-10,IMAGE,Business,11663,982,88,71
456,INSTAGRAM,2026-02-24,text,Education,15865,1110,112,90
457,TWITTER,2026-03-09,Video,Design,39294,3108,354,211
458,YouTube,2026-01-21,Reel,Technology,23675,1284,188,129
459,Facebook,2026-02-05,video,Education,33139,2839,311,242
460,Twitter,2026-03-27,Video,Technology,17992,1130,111,85
461,TikTok,2026-01-13,IMAGE,Design,13010,994,84,69
462,tiktok,2026-02-26,Video,Finance,23351,1851,259,128
463,Instagram,2026-03-17,text,Lifestyle,10738,699,74,54
464,youtube,2026-01-30,Video,Technology,36081,2291,241,202
465,facebook,2026-02-14,text,Finance,29851,2102,185,142
466,TikTok,2026-03-30,Reel,Business,10011,894,84,69
467,tiktok,2026-01-19,IMAGE,Education,33045,2540,285,222
468,Twitter,2026-02-04,Video,Design,44121,3120,310,295
469,Twitter,2026-03-20,text,Technology,10651,894,84,69
470,INSTAGRAM,2026-01-07,Carousel,Education,27063,1851,211,268
471,Instagram,2026-02-23,Video,Finance,44605,3699,412,289
472,twitter,2026-03-08,Reel,Business,41961,3102,284,233
473,tiktok,2026-01-25,Video,Technology,12028,894,112,92
474,Instagram,2026-02-09,text,Education,12885,1192,152,108
475,Instagram,2026-03-25,Carousel,Lifestyle,24840,1268,112,154
476,Facebook,2026-01-11,IMAGE,Technology,21034,1894,312,192
477,INSTAGRAM,2026-02-25,Video,Design,17482,1102,111,105
478,FACEBOOK,2026-03-14,Carousel,Lifestyle,28135,2110,314,212
479,tiktok,2026-01-28,Text,Finance,19482,1282,141,110
480,TikTok,2026-02-10,video,Education,42194,3108,354,211
481,Instagram,2026-03-26,Text,Design,39502,2840,318,255
482,Instagram,2026-01-12,Reel,Technology,10850,720,84,69
483,Twitter,2026-03-02,text,Business,13867,1102,185,142
484,TWITTER,2026-03-18,Carousel,Finance,31012,2540,285,222
485,FACEBOOK,2026-01-29,IMAGE,Lifestyle,46755,3120,310,295
486,TikTok,2026-02-14,Video,Design,21408,1894,181,140
487,youtube,2026-03-05,Reel,Finance,47281,3851,459,328
488,Twitter,2026-01-15,video,Technology,20857,1699,204,164
489,YouTube,2026-02-28,Video,Business,19985,1291,141,102
490,FACEBOOK,2026-03-13,Carousel,Lifestyle,28905,2105,282,176
491,Twitter,2026-01-04,Text,Technology,15967,1102,112,87
492,INSTAGRAM,2026-02-18,Video,Design,33027,2439,328,154
493,TikTok,2026-03-03,video,Finance,24467,1712,188,142
494,FACEBOOK,2026-01-16,text,Lifestyle,34747,2108,254,188
495,TWITTER,2026-03-01,Video,Technology,36998,2994,384,269
496,Instagram,2026-03-14,Image,Design,10156,720,84,69
497,tiktok,2026-01-27,text,Education,32194,2840,318,255
498,Facebook,2026-02-09,Carousel,Business,21272,1110,112,90
499,tiktok,2026-03-25,video,Finance,44463,3108,354,211
500,TikTok,2026-01-13,text,Technology,23358,1284,188,129
11,instagram,2026-02-27,IMAGE,Design,46714,5472,306,177
46,TIKTOK,2026-03-24,Carousel,Education,33737,1336,259,198
